epoch,acc,loss,val_acc,val_loss
0,0.6411637931034483,0.9658348334246668,0.55859375,2.1057794094085693
1,0.8045851525781457,0.5443669526337536,0.7014218006653808,1.7878188431545456
2,0.8307860264611556,0.48866477829920674,0.7061611399831365,1.379404413756601
3,0.8760917030567685,0.37618253259679635,0.6398104290826626,1.8214347475512898
4,0.8766375545851528,0.3934484577074842,0.7061611399831365,2.2347906031314797
5,0.8870087338847364,0.32683462190836277,0.703125,1.5673812925815582
6,0.9061135373781862,0.27472657511848547,0.6492890972661746,2.1772266417318047
7,0.8962882090864224,0.31524712159644047,0.6066350688301556,2.016366729804125
8,0.8919213968593481,0.3052701551841336,0.7345971575280501,1.400209833095424
9,0.9235807862864832,0.2396834258429348,0.597156399092968,3.3875122929071364
10,0.9137554579947192,0.2547790742597205,0.7421875,1.3524059057235718
11,0.9339519655860667,0.24318949286073577,0.6445497635981483,1.961883092378553
12,0.9235807862864832,0.23771056396211598,0.6445497627506889,1.673754043488706
13,0.9334061132768356,0.20357863214598992,0.4881516604626913,4.070068687059303
14,0.9415938869834467,0.1760716786095669,0.5592417071498401,2.7279588238322905
15,0.9334061130165533,0.19527412488991516,0.4765625,3.6617345809936523
16,0.9284934500419417,0.21848698936435332,0.5497630348702742,4.052513466062139
17,0.9465065499580583,0.17466555321060415,0.483412322557368,3.7987683881515575
18,0.9437772925764192,0.16022707255126087,0.6587677736417942,2.681776971048653
19,0.9426855900402152,0.16710370486219897,0.8056872043564421,1.29191912463491
20,0.9541484716157205,0.14017325145188378,0.640625,3.1826502084732056
21,0.9536026195667716,0.14912707797825075,0.6587677750542266,2.1913792386439175
22,0.945960699210521,0.1593408203931875,0.6824644566712221,1.9653485420190893
23,0.9454148476821367,0.15934052196327256,0.7203791466369448,1.6502825196885385
24,0.954148471095156,0.14619534055999273,0.7440758319262645,1.411429293347761
25,0.9590611351108967,0.13441114179692415,0.7578125,1.3846752047538757
26,0.9514192142340814,0.15030590949100178,0.41232227516400305,5.265307769956182
27,0.953602619827054,0.15046978940349479,0.5355450214367907,3.303427193402114
28,0.9525109167702854,0.1521578081700479,0.563981043642731,2.521573367277028
29,0.959606987420128,0.11904492870168394,0.6635071115471175,2.1920932424011954
30,0.9660560344827587,0.09872449671143088,0.65625,2.9350293278694153
31,0.9530567688192343,0.15203967976778354,0.5450236983773833,4.047335334298735
32,0.961790393533665,0.12513348674930339,0.5592417039012457,3.4340827431158996
33,0.9705240172069666,0.1055316735693461,0.4028436028844372,5.03769886324191
34,0.9759825327510917,0.08270188203431243,0.549763032892869,3.8540213774730807
35,0.9639737991266376,0.10749982253497865,0.6015625,3.159452497959137
36,0.9405021836663958,0.1803030313102439,0.34597156482850205,6.489257448657429
37,0.971069868735351,0.09426726290232229,0.37914691957252283,6.8222116090675105
38,0.9634279475982532,0.10865567094243771,0.236966824785793,9.506059375419436
39,0.9634279470776886,0.11763186590119741,0.5924170613288879,3.5419925875008387
40,0.9677947595650452,0.09953650734570349,0.35546875,5.599292278289795
41,0.9563318774689753,0.11441642556778729,0.663507109993442,2.737719804754754
42,0.976528384279476,0.07605246965281308,0.6303317546844482,3.6729430564771897
43,0.971615721044582,0.0914392672056194,0.6398104282352032,3.0337314424921553
44,0.9743449784262211,0.07958753875509621,0.6587677702519565,2.884159103954008
45,0.9770742358078602,0.07866703705073184,0.72265625,2.3121286630630493
46,0.9694323146707626,0.09693108954544151,0.450236967107131,5.730270322465219
47,0.9590611356314613,0.1324290772452625,0.47867298549950404,4.354996600987222
48,0.9639737996472021,0.1066197322510736,0.5355450232729527,3.515837558637863
49,0.9677947595650452,0.11047739681978934,0.6161137446408024,2.7280931359783733
